Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 09:30:00-05:00,177.8300018310547,181.42999267578125,177.7100067138672,180.83999633789062,25170269,0.0,0.0
2022-01-03 10:30:00-05:00,180.85000610351562,181.77000427246094,180.38999938964844,181.74989318847656,11976542,0.0,0.0
2022-01-03 11:30:00-05:00,181.75,181.77000427246094,181.0749969482422,181.60000610351562,8143152,0.0,0.0
2022-01-03 12:30:00-05:00,181.59500122070312,182.2790069580078,181.49000549316406,182.22970581054688,8407914,0.0,0.0
2022-01-03 13:30:00-05:00,182.22500610351562,182.8800048828125,181.80999755859375,181.86500549316406,11618629,0.0,0.0
2022-01-03 14:30:00-05:00,181.86000061035156,182.2899932861328,181.66000366210938,182.14500427246094,7902094,0.0,0.0
2022-01-03 15:30:00-05:00,182.14999389648438,182.14999389648438,181.19500732421875,182.0,10255091,0.0,0.0
2022-01-04 09:30:00-05:00,182.6300048828125,182.94000244140625,181.49000549316406,182.25,23110849,0.0,0.0
2022-01-04 10:30:00-05:00,182.39990234375,182.67990112304688,179.47000122070312,179.94000244140625,18656277,0.0,0.0
2022-01-04 11:30:00-05:00,179.94000244140625,180.3699951171875,179.1999969482422,180.02999877929688,10817169,0.0,0.0
2022-01-04 12:30:00-05:00,180.02000427246094,180.0500030517578,179.22000122070312,179.5,8383086,0.0,0.0
2022-01-04 13:30:00-05:00,179.5,179.75,179.1199951171875,179.4969940185547,6667826,0.0,0.0
2022-01-04 14:30:00-05:00,179.49000549316406,180.5,179.47999572753906,180.11000061035156,8899951,0.0,0.0
2022-01-04 15:30:00-05:00,180.11000061035156,180.47999572753906,179.6199951171875,179.66000366210938,7054483,0.0,0.0
2022-01-05 09:30:00-05:00,179.63330078125,180.14999389648438,177.55999755859375,178.92999267578125,18608209,0.0,0.0
2022-01-05 10:30:00-05:00,178.9199981689453,179.3300018310547,178.10000610351562,179.30499267578125,7630022,0.0,0.0
2022-01-05 11:30:00-05:00,179.30999755859375,179.43099975585938,178.55999755859375,179.1300048828125,6959782,0.0,0.0
2022-01-05 12:30:00-05:00,179.1199951171875,179.12989807128906,177.6699981689453,178.27000427246094,8111610,0.0,0.0
2022-01-05 13:30:00-05:00,178.27000427246094,178.72000122070312,176.89999389648438,177.08999633789062,10048972,0.0,0.0
2022-01-05 14:30:00-05:00,177.08999633789062,177.39999389648438,175.25999450683594,176.34030151367188,16263138,0.0,0.0
2022-01-05 15:30:00-05:00,176.35000610351562,176.83999633789062,174.63999938964844,174.8350067138672,14986383,0.0,0.0
2022-01-06 09:30:00-05:00,173.06640625,175.3000030517578,172.1699981689453,173.52000427246094,28659750,0.0,0.0
2022-01-06 10:30:00-05:00,173.50999450683594,174.3000030517578,172.96910095214844,173.1999969482422,13754005,0.0,0.0
2022-01-06 11:30:00-05:00,173.1999969482422,173.41000366210938,172.5800018310547,173.0345001220703,8887889,0.0,0.0
2022-01-06 12:30:00-05:00,173.02999877929688,173.66000366210938,172.69320678710938,172.77000427246094,7258642,0.0,0.0
2022-01-06 13:30:00-05:00,172.77000427246094,173.7100067138672,172.72000122070312,172.97000122070312,6908768,0.0,0.0
2022-01-06 14:30:00-05:00,172.9600067138672,173.3800048828125,172.3000030517578,172.5740966796875,8410552,0.0,0.0
2022-01-06 15:30:00-05:00,172.57000732421875,172.7050018310547,171.63999938964844,172.00999450683594,10607468,0.0,0.0
2022-01-07 09:30:00-05:00,172.75,174.13999938964844,171.5,172.18499755859375,21573574,0.0,0.0
2022-01-07 10:30:00-05:00,172.19729614257812,172.58999633789062,171.0500030517578,171.77999877929688,11569231,0.0,0.0
2022-01-07 11:30:00-05:00,171.77999877929688,172.72000122070312,171.5749969482422,172.1999969482422,8028952,0.0,0.0
2022-01-07 12:30:00-05:00,172.19000244140625,172.60000610351562,171.75999450683594,172.1699981689453,10650087,0.0,0.0
2022-01-07 13:30:00-05:00,172.16000366210938,172.5500030517578,171.8699951171875,172.1300048828125,6750469,0.0,0.0
2022-01-07 14:30:00-05:00,172.1199951171875,173.68809509277344,172.05999755859375,173.02000427246094,8653208,0.0,0.0
2022-01-07 15:30:00-05:00,173.02000427246094,173.25999450683594,171.89999389648438,172.25,8297866,0.0,0.0
2022-01-10 09:30:00-05:00,170.5,171.1999969482422,168.3699951171875,168.72999572753906,28425994,0.0,0.0
2022-01-10 10:30:00-05:00,168.7100067138672,170.02000427246094,168.1699981689453,169.9250030517578,13370002,0.0,0.0
2022-01-10 11:30:00-05:00,169.92999267578125,169.92999267578125,168.2899932861328,168.9167022705078,9475502,0.0,0.0
2022-01-10 12:30:00-05:00,168.89999389648438,170.75,168.74000549316406,170.6199951171875,9891013,0.0,0.0
2022-01-10 13:30:00-05:00,170.61000061035156,171.66000366210938,170.44000244140625,170.7949981689453,9783811,0.0,0.0
2022-01-10 14:30:00-05:00,170.80999755859375,171.1761932373047,169.9700927734375,170.58999633789062,9748679,0.0,0.0
2022-01-10 15:30:00-05:00,170.58999633789062,172.5,170.3800048828125,172.16000366210938,10631684,0.0,0.0
2022-01-11 09:30:00-05:00,172.5,172.6999969482422,170.82000732421875,172.1999969482422,17319103,0.0,0.0
2022-01-11 10:30:00-05:00,172.21499633789062,174.1199951171875,170.97000122070312,174.07339477539062,13640451,0.0,0.0
2022-01-11 11:30:00-05:00,174.06500244140625,175.03500366210938,173.7899932861328,174.0,11239110,0.0,0.0
2022-01-11 12:30:00-05:00,174.00999450683594,174.77000427246094,172.58999633789062,174.44500732421875,5906445,0.0,0.0
2022-01-11 13:30:00-05:00,174.44000244140625,174.55999755859375,173.8699951171875,174.4600067138672,4852878,0.0,0.0
2022-01-11 14:30:00-05:00,174.46499633789062,175.11990356445312,174.2100067138672,174.8302001953125,7822768,0.0,0.0
2022-01-11 15:30:00-05:00,174.83999633789062,175.17999267578125,174.39999389648438,175.08999633789062,7826037,0.0,0.0
2022-01-12 09:30:00-05:00,176.1199951171875,177.17999267578125,175.3000030517578,176.75999450683594,20311900,0.0,0.0
2022-01-12 10:30:00-05:00,176.74850463867188,176.83999633789062,174.82000732421875,175.63999938964844,12908456,0.0,0.0
2022-01-12 11:30:00-05:00,175.63999938964844,176.2550048828125,175.30999755859375,175.7790069580078,7830530,0.0,0.0
2022-01-12 12:30:00-05:00,175.77999877929688,176.38999938964844,175.57000732421875,175.68499755859375,6481815,0.0,0.0
2022-01-12 13:30:00-05:00,175.68499755859375,176.02999877929688,175.22000122070312,175.6999969482422,5962562,0.0,0.0
2022-01-12 14:30:00-05:00,175.69500732421875,175.7440948486328,175.0800018310547,175.4600067138672,5971923,0.0,0.0
2022-01-12 15:30:00-05:00,175.4499969482422,175.94000244140625,175.14999389648438,175.61000061035156,7029706,0.0,0.0
2022-01-13 09:30:00-05:00,175.77999877929688,176.6199951171875,174.8800048828125,175.5800018310547,16511085,0.0,0.0
2022-01-13 10:30:00-05:00,175.57000732421875,175.75,174.52999877929688,175.05999755859375,11561290,0.0,0.0
2022-01-13 11:30:00-05:00,175.0449981689453,175.5449981689453,173.47999572753906,173.61000061035156,9552329,0.0,0.0
2022-01-13 12:30:00-05:00,173.61000061035156,173.9199981689453,172.82000732421875,173.56719970703125,8764407,0.0,0.0
2022-01-13 13:30:00-05:00,173.5500030517578,174.1999969482422,173.3000030517578,173.5500030517578,6510770,0.0,0.0
2022-01-13 14:30:00-05:00,173.5500030517578,173.72999572753906,172.6699981689453,173.23989868164062,8228842,0.0,0.0
2022-01-13 15:30:00-05:00,173.22999572753906,173.52999877929688,171.7899932861328,172.32000732421875,10966892,0.0,0.0
2022-01-14 09:30:00-05:00,171.33999633789062,173.77999877929688,171.27999877929688,172.69500732421875,21275052,0.0,0.0
2022-01-14 10:30:00-05:00,172.6981964111328,172.8699951171875,171.25999450683594,171.7100067138672,12294932,0.0,0.0
2022-01-14 11:30:00-05:00,171.6999969482422,172.94000244140625,171.55499267578125,172.1199951171875,7594772,0.0,0.0
2022-01-14 12:30:00-05:00,172.10699462890625,172.4600067138672,171.08999633789062,171.38999938964844,7075833,0.0,0.0
2022-01-14 13:30:00-05:00,171.38999938964844,172.52000427246094,171.11000061035156,171.92999267578125,7422004,0.0,0.0
2022-01-14 14:30:00-05:00,171.92999267578125,172.85000610351562,171.88999938964844,172.4949951171875,7160640,0.0,0.0
2022-01-14 15:30:00-05:00,172.5,173.27999877929688,172.5,173.07000732421875,7224534,0.0,0.0
2022-01-18 09:30:00-05:00,172.0,172.5399932861328,170.58999633789062,172.30999755859375,22062958,0.0,0.0
2022-01-18 10:30:00-05:00,172.32000732421875,172.32000732421875,170.5,170.5699005126953,9238499,0.0,0.0
2022-01-18 11:30:00-05:00,170.55999755859375,171.27999877929688,169.77999877929688,170.0,9246497,0.0,0.0
2022-01-18 12:30:00-05:00,169.9949951171875,170.14999389648438,169.57000732421875,169.7550048828125,7831290,0.0,0.0
2022-01-18 13:30:00-05:00,169.75,170.531005859375,169.68499755859375,170.16000366210938,8604513,0.0,0.0
2022-01-18 14:30:00-05:00,170.14999389648438,170.7899932861328,169.83999633789062,170.33999633789062,8120734,0.0,0.0
2022-01-18 15:30:00-05:00,170.33999633789062,170.52000427246094,169.40499877929688,169.8300018310547,10474142,0.0,0.0
2022-01-19 09:30:00-05:00,170.0,171.0800018310547,169.27999877929688,169.8699951171875,18396939,0.0,0.0
2022-01-19 10:30:00-05:00,169.88999938964844,170.0399932861328,167.5399932861328,167.77999877929688,14860655,0.0,0.0
2022-01-19 11:30:00-05:00,167.7917022705078,169.6199951171875,167.32000732421875,169.0399932861328,10965653,0.0,0.0
2022-01-19 12:30:00-05:00,169.06500244140625,169.4499969482422,168.6300048828125,168.810302734375,8382364,0.0,0.0
2022-01-19 13:30:00-05:00,168.80999755859375,169.02999877929688,167.6199951171875,167.64999389648438,8170637,0.0,0.0
2022-01-19 14:30:00-05:00,167.64500427246094,168.2698974609375,167.49000549316406,167.50999450683594,9608358,0.0,0.0
2022-01-19 15:30:00-05:00,167.50999450683594,167.6750030517578,165.94000244140625,166.2100067138672,11955031,0.0,0.0
2022-01-20 09:30:00-05:00,166.97999572753906,169.33999633789062,166.75999450683594,169.22999572753906,19181838,0.0,0.0
2022-01-20 10:30:00-05:00,169.23989868164062,169.67999267578125,168.94000244140625,169.35000610351562,9252283,0.0,0.0
2022-01-20 11:30:00-05:00,169.36000061035156,169.47999572753906,168.77999877929688,169.10000610351562,8884453,0.0,0.0
2022-01-20 12:30:00-05:00,169.0749969482422,169.22000122070312,167.60000610351562,167.60000610351562,7758353,0.0,0.0
2022-01-20 13:30:00-05:00,167.61000061035156,167.91000366210938,166.4600067138672,166.64010620117188,9169710,0.0,0.0
2022-01-20 14:30:00-05:00,166.64739990234375,166.97000122070312,165.64999389648438,165.84500122070312,11023737,0.0,0.0
2022-01-20 15:30:00-05:00,165.83999633789062,165.97000122070312,164.17999267578125,164.52000427246094,13853049,0.0,0.0
2022-01-21 09:30:00-05:00,165.25,166.0,162.9600067138672,164.30999755859375,31999590,0.0,0.0
2022-01-21 10:30:00-05:00,164.30999755859375,166.3300018310547,164.1300048828125,165.9499969482422,18035339,0.0,0.0
2022-01-21 11:30:00-05:00,165.94000244140625,165.9499969482422,163.52000427246094,163.72999572753906,12105168,0.0,0.0
2022-01-21 12:30:00-05:00,163.72999572753906,164.77999877929688,163.25,163.75,9761248,0.0,0.0
2022-01-21 13:30:00-05:00,163.75,164.52999877929688,163.3000030517578,163.3699951171875,9826783,0.0,0.0
2022-01-21 14:30:00-05:00,163.36500549316406,163.9199981689453,162.40499877929688,162.86000061035156,14436018,0.0,0.0
2022-01-21 15:30:00-05:00,162.86000061035156,163.88499450683594,162.3000030517578,162.3300018310547,14313050,0.0,0.0
2022-01-24 09:30:00-05:00,160.02000427246094,161.0800018310547,158.07000732421875,158.89999389648438,40000130,0.0,0.0
2022-01-24 10:30:00-05:00,158.90029907226562,159.39999389648438,157.5800018310547,158.35000610351562,18589603,0.0,0.0
2022-01-24 11:30:00-05:00,158.36000061035156,158.5,154.6999969482422,155.64999389648438,23957771,0.0,0.0
2022-01-24 12:30:00-05:00,155.63999938964844,158.33990478515625,155.27000427246094,157.02999877929688,17701094,0.0,0.0
2022-01-24 13:30:00-05:00,157.031005859375,159.5800018310547,156.9600067138672,157.1999969482422,15330958,0.0,0.0
2022-01-24 14:30:00-05:00,157.19000244140625,159.1699981689453,156.02000427246094,158.5,14633362,0.0,0.0
2022-01-24 15:30:00-05:00,158.5,162.3000030517578,158.02999877929688,162.1300048828125,14928034,0.0,0.0
2022-01-25 09:30:00-05:00,158.97999572753906,159.75,157.02000427246094,158.80999755859375,23057006,0.0,0.0
2022-01-25 10:30:00-05:00,158.8199005126953,159.7899932861328,157.80999755859375,158.5800018310547,13075597,0.0,0.0
2022-01-25 11:30:00-05:00,158.58999633789062,158.9600067138672,157.13499450683594,158.67999267578125,11024230,0.0,0.0
2022-01-25 12:30:00-05:00,158.67999267578125,159.47999572753906,157.61990356445312,159.3874053955078,8577293,0.0,0.0
2022-01-25 13:30:00-05:00,159.3800048828125,161.77999877929688,159.2510986328125,161.72000122070312,12583480,0.0,0.0
2022-01-25 14:30:00-05:00,161.7100067138672,162.75999450683594,160.44000244140625,160.6699981689453,14286579,0.0,0.0
2022-01-25 15:30:00-05:00,160.6649932861328,161.5,159.38999938964844,159.8800048828125,11778148,0.0,0.0
2022-01-26 09:30:00-05:00,163.5,163.6300048828125,161.5,161.75999450683594,21024710,0.0,0.0
2022-01-26 10:30:00-05:00,161.75869750976562,162.89999389648438,161.36000061035156,162.6999969482422,11087191,0.0,0.0
2022-01-26 11:30:00-05:00,162.7100067138672,163.14999389648438,162.42999267578125,162.92999267578125,7462794,0.0,0.0
2022-01-26 12:30:00-05:00,162.93960571289062,163.54989624023438,162.57000732421875,162.87379455566406,8522871,0.0,0.0
2022-01-26 13:30:00-05:00,162.86000061035156,164.389404296875,161.92999267578125,163.0800018310547,13035854,0.0,0.0
2022-01-26 14:30:00-05:00,163.0800018310547,163.5,157.82000732421875,159.60000610351562,21839260,0.0,0.0
2022-01-26 15:30:00-05:00,159.58999633789062,160.2449951171875,158.1699981689453,159.75,12649188,0.0,0.0
2022-01-27 09:30:00-05:00,162.4499969482422,163.83999633789062,161.6999969482422,162.61000061035156,22055743,0.0,0.0
2022-01-27 10:30:00-05:00,162.58999633789062,163.38999938964844,161.67999267578125,162.3300018310547,12959035,0.0,0.0
2022-01-27 11:30:00-05:00,162.33999633789062,163.35000610351562,160.9600067138672,161.1446075439453,11838250,0.0,0.0
2022-01-27 12:30:00-05:00,161.13999938964844,161.35000610351562,158.58999633789062,158.77999877929688,14016024,0.0,0.0
2022-01-27 13:30:00-05:00,158.77000427246094,160.64999389648438,158.67999267578125,159.07000732421875,12651871,0.0,0.0
2022-01-27 14:30:00-05:00,159.05999755859375,160.22000122070312,158.2899932861328,158.7949981689453,13505645,0.0,0.0
2022-01-27 15:30:00-05:00,158.7949981689453,159.97000122070312,158.27999877929688,159.1999969482422,13779352,0.0,0.0
2022-01-28 09:30:00-05:00,165.7100067138672,166.86500549316406,162.8000030517578,165.44960021972656,53210999,0.0,0.0
2022-01-28 10:30:00-05:00,165.44000244140625,168.6199951171875,164.7899932861328,167.89999389648438,25920264,0.0,0.0
2022-01-28 11:30:00-05:00,167.8800048828125,169.13999938964844,167.39109802246094,168.2357940673828,18082006,0.0,0.0
2022-01-28 12:30:00-05:00,168.24000549316406,168.89990234375,167.7100067138672,168.27000427246094,13439804,0.0,0.0
2022-01-28 13:30:00-05:00,168.27000427246094,168.86000061035156,166.75,166.94500732421875,14389539,0.0,0.0
2022-01-28 14:30:00-05:00,166.9499969482422,169.1999969482422,166.52000427246094,168.710205078125,16645503,0.0,0.0
2022-01-28 15:30:00-05:00,168.7100067138672,170.35000610351562,168.3300018310547,170.3498992919922,22144921,0.0,0.0
2022-01-31 09:30:00-05:00,170.16000366210938,173.6199951171875,169.50999450683594,172.6199951171875,32319910,0.0,0.0
2022-01-31 10:30:00-05:00,172.61000061035156,173.36000061035156,172.27000427246094,172.57000732421875,13326729,0.0,0.0
2022-01-31 11:30:00-05:00,172.56500244140625,173.5800018310547,172.35000610351562,172.63499450683594,10083567,0.0,0.0
2022-01-31 12:30:00-05:00,172.6300048828125,173.08740234375,172.42999267578125,173.02999877929688,7643318,0.0,0.0
2022-01-31 13:30:00-05:00,173.03500366210938,173.74000549316406,172.8000030517578,173.6199951171875,8222485,0.0,0.0
2022-01-31 14:30:00-05:00,173.6199951171875,173.6199951171875,172.77000427246094,173.2899932861328,9974632,0.0,0.0
2022-01-31 15:30:00-05:00,173.27999877929688,175.0,173.05999755859375,174.8000030517578,16386380,0.0,0.0
