Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 09:30:00-05:00,335.3500061035156,338.0,329.7799987792969,332.54998779296875,7538869,0.0,0.0
2022-01-03 10:30:00-05:00,332.5450134277344,332.5899963378906,331.08929443359375,331.989990234375,3233581,0.0,0.0
2022-01-03 11:30:00-05:00,331.989990234375,332.9599914550781,331.30999755859375,332.6400146484375,2386186,0.0,0.0
2022-01-03 12:30:00-05:00,332.6199951171875,332.94000244140625,331.79400634765625,332.32000732421875,1839954,0.0,0.0
2022-01-03 13:30:00-05:00,332.32989501953125,334.09161376953125,332.1499938964844,333.7265930175781,1864716,0.0,0.0
2022-01-03 14:30:00-05:00,333.69500732421875,334.3299865722656,333.3599853515625,333.5799865722656,1855428,0.0,0.0
2022-01-03 15:30:00-05:00,333.5899963378906,334.7699890136719,333.20001220703125,334.739990234375,2873789,0.0,0.0
2022-01-04 09:30:00-05:00,334.8299865722656,335.20001220703125,332.44000244140625,333.5799865722656,5259232,0.0,0.0
2022-01-04 10:30:00-05:00,333.9800109863281,334.3699951171875,327.55999755859375,328.3900146484375,5741569,0.0,0.0
2022-01-04 11:30:00-05:00,328.3999938964844,329.4200134277344,326.57000732421875,327.7799987792969,3873905,0.0,0.0
2022-01-04 12:30:00-05:00,327.7900085449219,328.4100036621094,327.12640380859375,327.6400146484375,2299211,0.0,0.0
2022-01-04 13:30:00-05:00,327.6401062011719,327.67999267578125,326.1199951171875,326.54998779296875,3537491,0.0,0.0
2022-01-04 14:30:00-05:00,326.54998779296875,329.70001220703125,326.5400085449219,329.6864013671875,3661855,0.0,0.0
2022-01-04 15:30:00-05:00,329.6700134277344,330.29998779296875,328.9200134277344,329.0400085449219,3342101,0.0,0.0
2022-01-05 09:30:00-05:00,324.75,325.55999755859375,320.80999755859375,323.2300109863281,9016632,0.0,0.0
2022-01-05 10:30:00-05:00,323.20001220703125,323.2099914550781,321.5799865722656,322.9739990234375,3624919,0.0,0.0
2022-01-05 11:30:00-05:00,322.989990234375,323.2499084472656,321.5859069824219,321.6400146484375,2384783,0.0,0.0
2022-01-05 12:30:00-05:00,321.6449890136719,321.67999267578125,320.1499938964844,321.3550109863281,3413643,0.0,0.0
2022-01-05 13:30:00-05:00,321.3599853515625,324.0,319.510009765625,319.989990234375,4174613,0.0,0.0
2022-01-05 14:30:00-05:00,320.010009765625,320.4490966796875,317.7300109863281,317.92999267578125,5106892,0.0,0.0
2022-01-05 15:30:00-05:00,317.9599914550781,319.2702941894531,315.9800109863281,315.9800109863281,6328061,0.0,0.0
2022-01-06 09:30:00-05:00,312.92999267578125,318.65020751953125,312.6199951171875,317.4599914550781,12051985,0.0,0.0
2022-01-06 10:30:00-05:00,317.4100036621094,318.69000244140625,315.07000732421875,315.5299987792969,5545545,0.0,0.0
2022-01-06 11:30:00-05:00,315.54998779296875,316.79998779296875,314.6499938964844,315.95001220703125,3628807,0.0,0.0
2022-01-06 12:30:00-05:00,315.94000244140625,317.84619140625,314.82000732421875,314.8870849609375,3280273,0.0,0.0
2022-01-06 13:30:00-05:00,314.8800048828125,316.2099914550781,314.3699951171875,314.82000732421875,2797478,0.0,0.0
2022-01-06 14:30:00-05:00,314.8349914550781,316.2200012207031,314.625,315.1199951171875,2995983,0.0,0.0
2022-01-06 15:30:00-05:00,315.1300048828125,315.3999938964844,313.0400085449219,313.8399963378906,4402107,0.0,0.0
2022-01-07 09:30:00-05:00,314.1099853515625,316.5,312.4800109863281,312.82000732421875,7042535,0.0,0.0
2022-01-07 10:30:00-05:00,312.8450012207031,313.5199890136719,310.0899963378906,312.54998779296875,5041969,0.0,0.0
2022-01-07 11:30:00-05:00,312.5299987792969,314.45001220703125,312.1003112792969,313.1120910644531,3223402,0.0,0.0
2022-01-07 12:30:00-05:00,313.0799865722656,314.5,312.3299865722656,313.8800048828125,2084126,0.0,0.0
2022-01-07 13:30:00-05:00,313.8999938964844,314.510009765625,313.3299865722656,313.8399963378906,2252019,0.0,0.0
2022-01-07 14:30:00-05:00,313.8500061035156,315.689697265625,313.69000244140625,314.760009765625,3674407,0.0,0.0
2022-01-07 15:30:00-05:00,314.739990234375,315.3800048828125,313.8800048828125,314.1099853515625,3262305,0.0,0.0
2022-01-10 09:30:00-05:00,308.75,310.010009765625,305.22100830078125,306.30999755859375,10145228,0.0,0.0
2022-01-10 10:30:00-05:00,306.3340148925781,308.94000244140625,304.69000244140625,308.6199951171875,5615810,0.0,0.0
2022-01-10 11:30:00-05:00,308.6400146484375,308.659912109375,305.8299865722656,305.9800109863281,3347094,0.0,0.0
2022-01-10 12:30:00-05:00,305.9599914550781,310.3500061035156,305.6199951171875,309.94830322265625,4617141,0.0,0.0
2022-01-10 13:30:00-05:00,309.92999267578125,312.3667907714844,309.2900085449219,311.9700012207031,4044942,0.0,0.0
2022-01-10 14:30:00-05:00,311.9800109863281,312.8988037109375,310.4800109863281,311.739990234375,4213651,0.0,0.0
2022-01-10 15:30:00-05:00,311.7300109863281,314.7200012207031,311.1700134277344,314.0899963378906,4670162,0.0,0.0
2022-01-11 09:30:00-05:00,311.7349853515625,313.8699951171875,309.8900146484375,312.29998779296875,6442360,0.0,0.0
2022-01-11 10:30:00-05:00,312.32000732421875,315.54998779296875,310.5,315.239990234375,3711917,0.0,0.0
2022-01-11 11:30:00-05:00,315.239990234375,316.6099853515625,314.4389953613281,314.82000732421875,3587240,0.0,0.0
2022-01-11 12:30:00-05:00,314.8399963378906,315.45001220703125,313.95001220703125,315.03338623046875,2229766,0.0,0.0
2022-01-11 13:30:00-05:00,315.04998779296875,315.6050109863281,313.8900146484375,314.4464111328125,2256409,0.0,0.0
2022-01-11 14:30:00-05:00,314.44000244140625,316.19000244140625,314.0899963378906,315.25,3037637,0.0,0.0
2022-01-11 15:30:00-05:00,315.25,315.489990234375,313.29998779296875,314.989990234375,3909662,0.0,0.0
2022-01-12 09:30:00-05:00,319.6700134277344,323.4100036621094,318.17999267578125,322.4599914550781,10211954,0.0,0.0
2022-01-12 10:30:00-05:00,322.42999267578125,322.55999755859375,317.80999755859375,318.6000061035156,6147838,0.0,0.0
2022-01-12 11:30:00-05:00,318.6000061035156,320.19000244140625,318.260009765625,319.2311096191406,2547206,0.0,0.0
2022-01-12 12:30:00-05:00,319.2900085449219,320.239990234375,318.79998779296875,318.9700012207031,2218143,0.0,0.0
2022-01-12 13:30:00-05:00,318.95001220703125,319.3898010253906,318.0,319.07989501953125,2313480,0.0,0.0
2022-01-12 14:30:00-05:00,319.05999755859375,319.1400146484375,317.0799865722656,317.7200012207031,2786540,0.0,0.0
2022-01-12 15:30:00-05:00,317.70001220703125,318.79998779296875,317.3399963378906,318.2900085449219,3077947,0.0,0.0
2022-01-13 09:30:00-05:00,320.4657897949219,320.8800048828125,316.9100036621094,317.7699890136719,5082618,0.0,0.0
2022-01-13 10:30:00-05:00,317.7300109863281,318.010009765625,312.1099853515625,314.3699951171875,5327947,0.0,0.0
2022-01-13 11:30:00-05:00,314.3699951171875,314.5696105957031,309.2200012207031,310.0,4419712,0.0,0.0
2022-01-13 12:30:00-05:00,309.989990234375,310.8290100097656,308.6000061035156,310.07000732421875,5173237,0.0,0.0
2022-01-13 13:30:00-05:00,309.989990234375,311.0400085449219,309.1600036621094,309.239990234375,3638846,0.0,0.0
